Horizonte,MAE,RMSE,MAE_bikes,SS
20,0.041347127982540956,0.0740845482823306,1.0695712398620307,0.003976218217160654
40,0.05877143527367869,0.09532712622170951,1.5234103437302446,0.06007109806592492
60,0.07067876030954187,0.10979428342616425,1.8359435965548152,0.09840505299946478
