Horizonte,MAE,RMSE,MAE_bikes,SS
20,0.04519385913432252,0.07755547353803811,1.1747712715895622,-0.08868888081746107
40,0.06593345201606998,0.10410343526555646,1.7224115909836304,-0.05447071124946201
60,0.08095005292395523,0.12177687643238491,2.1212568876724,-0.03261797965931246
